category,likesNum,name,nameOnSite,descriptions
romance/romance_spots,0,Pillars of Hercules,Pillars of Hercules,"With its stunning neo-classical style architecture, this romantic spot is the perfect place to bring your sweetheart. Admire the views, watch the dolphins, enjoy music shows and fireworks, and take an underwater turtle tour in the Sea of Hercules to the north."
romance/romance_spots,0,Annapurna,Club Josephina,"Hang out, chill, dance and relax at Club Josephina. This unique spot features a night club set in a tranquil, natural environment filled with Japanese tea houses and gardens."
adult/roleplaying,0,YIFF,Furry Hangout,"Furry Hangout is one of Second Life's top adult furry communities. It caters to furries, humans, and everything in-between regardless of species or orientation. Furry Hangout features a club and hangout, it's own marketplace, it's got private rooms and more! Furry Hangout has monthly raffles and contests, events, live DJs, a diverse and friendly staff and daily visitors. Come join them!"
adult/roleplaying,0,Kessel,After The Fall,"On the verge of economic collapse, with the world in a very vulnerable place, astronomers predicted frequent and disastrous meteor showers. But they couldn't predict what came next... Dark and gibbering creatures emerged from the impact craters, decimating everything in their sight. As a human, how will you survive? As an alien, what's your next move? After the Fall has an elaborate interactive grungy urban city, aliens, and adult-themed role play. See the graphic novels at http://youtu.be/NUnlCeH2n6k."
adult/roleplaying,0,Skara Brae,Mjolka Kyr,"The Island of Mjolka Kyr is a gorgeous floating island with a lush forest, waterfalls, hidden caves and mysterious statues. It is home to all manner of fantastic creatures, from goblins to dragons, lamias and more in an ever-expanding fantasy environment. Find quests in the tavern, explore the forest or try to find your way up the mountain's snowy peak. Discover all of the island's secret areas and hidden items!"
adult/roleplaying,0,Soulcity,Creamy's Spot,"Creamy's Spot is a classy and kinky sim, set in ten locations. They offer a wide variety of entertainment from DJ's to live musicians, as well as beautiful roleplay areas, a beach to relax and enjoy the magnificent sunset and discussions lounge and ballroom. Come take a look, you won't be disappointed."
adult,0,Fermoso Dia,Demon Beast Island,"Demon Beast Island is a dark freeform fantasy roleplay sim where demons, beasts, humans, elves, angels and other fantastic beings come to frolic. Live out all your fantasies in a medieval fantasy island. Lose your soul to the pleasures of Demon Beast Island. "
adult,0,All Star,Tentacles & Slime,"Tentacles & Slime is a sticky, gooey, tentacle-themed roleplay playground and nightclub! Explore this lewd, hedonistic and surprising world, join in one of the regular parties, relax in the cuddle corner or just lurk in the dark."
adult/newcomer,0,London City3,The Crown Pub,"The Crown Pub is a clothing-optional, adult-themed club for no-strings fun. Here you'll find regular entertainment, live deejays and freebies. "
adult/newcomer,0,Mermaid Island,Twinktown,"Twintown is a LGBT-friendly place for newbies and veterans alike. Shop, dance and socialize in this hot spot for avatars of all persuasions."
adult/newcomer,0,Adult Hub SEX,2Hot2handle,"2Hot2handle is a tropical dance club with around-the-clock action on the dance floor, as well as the dance poles and in the hidden romantic retreats scattered throughout the island. Come meet people, chat and enjoy."
adult/newcomer,0,Bronlen,Zindra Expo Community Center,"Hop aboard a Zindra Pod and take an automated tour of the Zindra adult areas. The tours begin in front of the Zindra Expo Community Center, which is a great meeting place for small events and exhibits."
adult/newcomer,0,Adult Hub,Adult Hub WHAM - Where Hot Adults Meet,WHAM is a privately-run adult hub in Second Life. Grab your free items and meet experienced and friendly people as you explore the sexy side of SL. New avatars are especially welcome.
adult,0,Inside Pandoras Box,Inside Pandoras Box,"Inside Pandoras Box is an artistic, retro, fantasy and erotica sim built right on the water. They've got awesome hangout spots, links to charity and nonprofits, free stuff, flying tours, games and more. Nothing less than a place where dreams come true. "
adult,0,MiTaMa NextOne,Inn Love,"Come see the new romantic Inn Love! Inspired by the Fiji and the Maldives, this wonderful location greets you with a quiet and romantic atmosphere. Come be alone with the one you love, dance cuddle or relax. "
adult/newcomer,0,RLD,"Romance, Love and Discipline","Romance, Love and Discipline is a stunning resort with tropical areas, forested areas, beaches and streams. At RLD, romance and love are key ingredients in discipline oriented relationships. Adult avatars only. "
adult/adult_arts,0,Popke,Future Femdom,"Woman leads and man worships in this 100% immersive societal matriarchy. According to the venue's own description: ""All woman is Goddess-Empowered, man is bred to worship the Sisterhood that leads humanity to a destiny of respect, love and passion."" "
adult/adult_arts,0,Xaara,Alanis Gallery Sensual Images,"This vibrant gallery is located at the heart of Xaara sim showcasing some of the most acclaimed, award winning RL artists in the erotica genre. Alanis brings its work to the attention of a worldwide audience via this gallery, which is part of a lively D/s community and home to the Alanis Angels, Living Interactive Art."
adult,0,London Nights,London Nights,"Welcome to London Nights adult hub. London Nights is a place to gather and let your hair down. They also offer clubs, stores and homes for rent. "
ridesmazes,0,Isabel,Lost Lake Balloon Tour,Soar high above the virtual world on the Lost Lake Balloon Tour. Choose from a traditional balloon ride or set sail on a romantic swan boat ride.
ridesmazes,0,Lionheart Pumbaa,LHRR: Pumbaa Station ,"Enjoy a continent-wide ride on the Lionheart Railroad! The LHRR Lines connect the sims of the Lionheart continent with each other, giving you a classical feeling of train travel. Sit back, watch the countryside go by and enjoy the ride!"
ridesmazes,0,Enchantment Island,The Incredible Bubble Ride,"Step into The Incredible Bubble Ride, where you can have random races with your friends as you hurtle down tubes, funnels and even through a tornado! Warning: Mouse view may induce vertigo so it is not advised."
belief,0,Livingtree,Wiccan Learning Center,"Wiccan Learning Center is a quiet place for those who are interested in learning more about what, exactly, Wicca is all about. You'll find books here that give notecards explaining more about Wicca, as well as a teaching altar. "
ridesmazes,0,Steelhead Nevermoor,Southwest Gate Hedge Maze of Nevermoor,"This harrowing hedge maze invites you forth to forget the outside world and to get lost within its boundaries. Located in a dark forest fantasy, you'll find Gothic Art Noveau elements here inspired by Lewis Caroll's Alice concept idea and the darker Victorian works of Edgar Allen Poe."
belief,0,Adam ondi Ahman,Adam ondi Ahman,"Providing information about the Church of Jesus Christ of Latter-day Saints, and supporting members of the Mormon faith in SL, Adam ondi Ahman welcomes all visitors to pray at the chapel or meditate in the peace garden."
ridesmazes,0,Black Pearl Beach,Alice in Wonderland Ride,"Hop aboard one of the most elaborate rides in Second Life. The Alice in Wonderland ride is full of dark, whimsical surprises."
sailing,0,Lamashtu,XD Yacht Club,"Live large at the XD Yacht Club, where you'll find great DJs, live music and several events. You can also rent a space for your yacht or boat and enjoy sailing here."
sailing,0,Mango,Mango Yacht Club,"A concert stage, an amphitheater, tennis courts and, of course, sailing are just a few of the luxuries you'll find in this opulent seaside community. The group also hosts regular events like environmental lectures and free surf lessons."
origins,0,Dore,Old Orientation Stations at Dore,"How did early Second Life Residents learn the basics? These Japanese-styled orientation stations are an essentially unchanged replica of lessons from 2003, so the information is outdated, but the nostalgia lives on."
